t,x,y,vx,vy,speed
119.7254741191864,541,407,81,-243,256.1444904736387
119.89149618148804,530,385,-66,-132,147.58048651498612
120.05942702293396,511,386,-113,5,113.11056537742175
120.23094511032104,503,413,-46,157,163.6001222493431
120.4030430316925,508,434,29,122,125.39936203984452
120.56594395637512,523,450,92,98,134.41726079637243
120.75972294807434,542,437,98,-67,118.71394189394942
120.91955399513245,550,398,50,-244,249.07027120874943
121.08880305290222,544,371,-35,-159,162.8066337714775
121.2633490562439,526,384,-103,74,126.82665335015349
121.42039799690247,511,423,-95,248,265.5729654915952
121.59982419013977,513,444,11,117,117.51595636338071
121.7993791103363,535,454,110,50,120.83045973594572
121.95724201202393,567,412,202,-266,334.0059879702758
122.1259560585022,564,376,-17,-213,213.67732682715777
122.29586911201477,533,377,-182,5,182.0686683644388
122.46395993232727,514,404,-113,160,195.88006534611938
122.62264204025269,501,455,-81,321,331.0619277416236
122.80037307739258,515,483,78,157,175.30829986055994
122.95843029022217,535,476,126,-44,133.46160496562297
123.13791608810425,559,455,133,-117,177.1383639983163
123.3346300125122,570,414,1,-208,208.00240383226344
123.49164414405823,559,386,2774,-178,2779.7050203214008
123.66898202896118,541,384,-101,-11,101.59724405711013
123.82568430900574,528,417,-82,210,225.44178849538966
123.99776196479797,537,446,52,168,175.86358349584486
124.1659209728241,569,435,190,-65,200.81085628023203
124.33375215530396,585,401,95,-202,223.22410264126944
124.48939323425293,563,378,-141,-147,203.69094236121546
124.66243600845337,532,393,-179,86,198.58751219550538
124.82878994941711,527,424,-30,186,188.403821617291
125.00750827789307,531,449,22,139,140.73023839957068
125.16557502746582,548,452,107,18,108.50345616615168
125.33308696746826,570,426,131,-155,202.94334184693028
125.50138998031616,579,371,53,-326,330.28018408617856
125.69723105430603,540,352,-199,-97,221.38202275704322
125.86671996116638,517,383,-135,182,226.60317738284255
126.03528118133545,516,424,-5,243,243.0514348857048
126.19548320770264,532,445,99,131,164.20109622045769
126.37378716468811,562,438,168,-39,172.46738822165773
126.53198194503784,591,404,183,-214,281.5759222660915
126.70135402679443,604,366,76,-224,236.5417510715603
126.85915017127991,583,361,-133,-31,136.56500283747664
127.03760600090027,545,385,-212,134,250.79872407968904
127.20390510559082,529,425,-96,240,258.48791074245617
127.35997009277344,531,453,12,179,179.4017837146554
127.53707003593445,542,447,62,-33,70.2353187506115
127.6961419582367,551,431,56,-100,114.61239025515522
127.8665452003479,550,430,-5,-5,7.0710678118654755
128.0282371044159,550,429,0,-6,6.0
128.2368040084839,551,429,4,0,4.0
128.4049482345581,550,431,-5,11,12.083045973594572
128.5638861656189,551,429,6,-12,13.416407864998739
128.73224592208862,553,426,11,-17,20.248456731316587
128.89984607696533,552,436,-5,59,59.21148537234985
129.07011604309082,546,485,-35,287,289.1262699928874
129.23696613311768,548,515,11,179,179.3376703316958
129.40124106407166,535,692,-79,1077,1079.8935132687852
129.56716322898865,625,719,542,162,565.6924959728562
129.73584413528442,nan,nan,nan,nan,nan
129.80305099487305,nan,nan,nan,nan,nan
129.85931515693665,nan,nan,nan,nan,nan
129.9039249420166,nan,nan,nan,nan,nan
129.97122025489807,nan,nan,nan,nan,nan
130.0382308959961,nan,nan,nan,nan,nan
130.09392499923706,nan,nan,nan,nan,nan
130.14160299301147,nan,nan,nan,nan,nan
130.19406414031982,nan,nan,nan,nan,nan
130.2376561164856,nan,nan,nan,nan,nan
130.2932059764862,nan,nan,nan,nan,nan
130.3378448486328,nan,nan,nan,nan,nan
130.4030818939209,nan,nan,nan,nan,nan
130.45887899398804,nan,nan,nan,nan,nan
130.50366616249084,nan,nan,nan,nan,nan
130.57335710525513,nan,nan,nan,nan,nan
130.6374499797821,nan,nan,nan,nan,nan
130.70475792884827,nan,nan,nan,nan,nan
130.7710452079773,nan,nan,nan,nan,nan
130.83669900894165,nan,nan,nan,nan,nan
130.90400314331055,nan,nan,nan,nan,nan
130.95999884605408,nan,nan,nan,nan,nan
131.00851702690125,nan,nan,nan,nan,nan
131.06447410583496,nan,nan,nan,nan,nan
131.10845112800598,nan,nan,nan,nan,nan
131.16486287117004,nan,nan,nan,nan,nan
131.24239301681519,nan,nan,nan,nan,nan
131.29863810539246,nan,nan,nan,nan,nan
131.34555912017822,nan,nan,nan,nan,nan
131.40160822868347,nan,nan,nan,nan,nan
131.48071002960205,nan,nan,nan,nan,nan
131.53610587120056,nan,nan,nan,nan,nan
131.60376405715942,nan,nan,nan,nan,nan
131.67009711265564,nan,nan,nan,nan,nan
131.735032081604,nan,nan,nan,nan,nan
131.8016481399536,nan,nan,nan,nan,nan
131.8453550338745,nan,nan,nan,nan,nan
131.90096807479858,nan,nan,nan,nan,nan
131.96651411056519,nan,nan,nan,nan,nan
132.03288102149963,nan,nan,nan,nan,nan
132.0771062374115,nan,nan,nan,nan,nan
132.13341212272644,nan,nan,nan,nan,nan
132.17811393737793,nan,nan,nan,nan,nan
132.23446226119995,nan,nan,nan,nan,nan
132.30096006393433,nan,nan,nan,nan,nan
132.36693120002747,nan,nan,nan,nan,nan
132.44420909881592,nan,nan,nan,nan,nan
132.50171208381653,nan,nan,nan,nan,nan
132.5685329437256,nan,nan,nan,nan,nan
132.63437008857727,nan,nan,nan,nan,nan
132.700590133667,nan,nan,nan,nan,nan
132.74548196792603,nan,nan,nan,nan,nan
132.7998731136322,nan,nan,nan,nan,nan
132.87880420684814,nan,nan,nan,nan,nan
132.93498706817627,nan,nan,nan,nan,nan
132.9992160797119,nan,nan,nan,nan,nan
133.06541299819946,nan,nan,nan,nan,nan
133.11060905456543,nan,nan,nan,nan,nan
133.16662907600403,nan,nan,nan,nan,nan
133.23247003555298,nan,nan,nan,nan,nan
133.30060410499573,nan,nan,nan,nan,nan
133.34471225738525,nan,nan,nan,nan,nan
133.4004831314087,nan,nan,nan,nan,nan
133.44613003730774,nan,nan,nan,nan,nan
133.51283717155457,nan,nan,nan,nan,nan
133.5830409526825,nan,nan,nan,nan,nan
133.6401059627533,nan,nan,nan,nan,nan
133.69586396217346,nan,nan,nan,nan,nan
133.7711842060089,nan,nan,nan,nan,nan
133.83852410316467,nan,nan,nan,nan,nan
133.9053978919983,nan,nan,nan,nan,nan
133.97112107276917,nan,nan,nan,nan,nan
134.0158519744873,nan,nan,nan,nan,nan
134.07204508781433,nan,nan,nan,nan,nan
134.14818024635315,nan,nan,nan,nan,nan
134.2050061225891,nan,nan,nan,nan,nan
134.24961805343628,nan,nan,nan,nan,nan
134.30683994293213,nan,nan,nan,nan,nan
134.37364506721497,nan,nan,nan,nan,nan
134.44270706176758,nan,nan,nan,nan,nan
134.4879138469696,nan,nan,nan,nan,nan
134.54501605033875,nan,nan,nan,nan,nan
134.60022902488708,nan,nan,nan,nan,nan
134.67598819732666,nan,nan,nan,nan,nan
134.74279808998108,nan,nan,nan,nan,nan
134.79984712600708,nan,nan,nan,nan,nan
134.84759712219238,nan,nan,nan,nan,nan
134.90017294883728,nan,nan,nan,nan,nan
134.94408416748047,nan,nan,nan,nan,nan
134.99996423721313,nan,nan,nan,nan,nan
135.04337096214294,nan,nan,nan,nan,nan
135.1016309261322,nan,nan,nan,nan,nan
135.14925408363342,nan,nan,nan,nan,nan
135.2095239162445,nan,nan,nan,nan,nan
135.2743320465088,nan,nan,nan,nan,nan
135.3410029411316,nan,nan,nan,nan,nan
135.4085521697998,nan,nan,nan,nan,nan
135.47461915016174,nan,nan,nan,nan,nan
135.53068113327026,nan,nan,nan,nan,nan
135.57498407363892,nan,nan,nan,nan,nan
135.64114618301392,nan,nan,nan,nan,nan
135.68653416633606,nan,nan,nan,nan,nan
135.7411870956421,nan,nan,nan,nan,nan
135.80889415740967,nan,nan,nan,nan,nan
135.87528014183044,nan,nan,nan,nan,nan
135.940171957016,nan,nan,nan,nan,nan
135.99723601341248,nan,nan,nan,nan,nan
136.0420331954956,nan,nan,nan,nan,nan
136.10972690582275,nan,nan,nan,nan,nan
136.16425108909607,nan,nan,nan,nan,nan
136.2082018852234,nan,nan,nan,nan,nan
136.27557492256165,nan,nan,nan,nan,nan
136.3321590423584,nan,nan,nan,nan,nan
136.3975431919098,nan,nan,nan,nan,nan
136.44009494781494,nan,nan,nan,nan,nan
136.50734210014343,nan,nan,nan,nan,nan
136.5744218826294,nan,nan,nan,nan,nan
136.64175820350647,nan,nan,nan,nan,nan
136.70955204963684,nan,nan,nan,nan,nan
136.77707314491272,nan,nan,nan,nan,nan
136.84417414665222,nan,nan,nan,nan,nan
136.90049815177917,nan,nan,nan,nan,nan
136.94352102279663,nan,nan,nan,nan,nan
137.00979709625244,nan,nan,nan,nan,nan
137.07885003089905,nan,nan,nan,nan,nan
137.14610815048218,nan,nan,nan,nan,nan
137.2132830619812,nan,nan,nan,nan,nan
137.27053093910217,nan,nan,nan,nan,nan
137.3158619403839,nan,nan,nan,nan,nan
137.3823001384735,nan,nan,nan,nan,nan
137.43651914596558,nan,nan,nan,nan,nan
137.50348901748657,nan,nan,nan,nan,nan
137.57092189788818,nan,nan,nan,nan,nan
137.61587023735046,nan,nan,nan,nan,nan
137.6837649345398,nan,nan,nan,nan,nan
137.74008011817932,nan,nan,nan,nan,nan
137.80685210227966,nan,nan,nan,nan,nan
137.87319493293762,nan,nan,nan,nan,nan
137.95151829719543,nan,nan,nan,nan,nan
138.0083611011505,nan,nan,nan,nan,nan
138.07611799240112,nan,nan,nan,nan,nan
138.1433708667755,nan,nan,nan,nan,nan
138.20919013023376,nan,nan,nan,nan,nan
138.27590608596802,nan,nan,nan,nan,nan
138.3432331085205,nan,nan,nan,nan,nan
138.41109228134155,nan,nan,nan,nan,nan
138.48142504692078,nan,nan,nan,nan,nan
138.53638696670532,nan,nan,nan,nan,nan
138.58193826675415,nan,nan,nan,nan,nan
138.64708805084229,nan,nan,nan,nan,nan
138.712788105011,nan,nan,nan,nan,nan
138.76826214790344,nan,nan,nan,nan,nan
138.81419110298157,nan,nan,nan,nan,nan
138.87670493125916,nan,nan,nan,nan,nan
138.94300627708435,nan,nan,nan,nan,nan
139.0098741054535,nan,nan,nan,nan,nan
139.0769510269165,nan,nan,nan,nan,nan
139.1443109512329,nan,nan,nan,nan,nan
139.21200919151306,nan,nan,nan,nan,nan
139.27943015098572,nan,nan,nan,nan,nan
139.34782004356384,nan,nan,nan,nan,nan
139.40667414665222,nan,nan,nan,nan,nan
139.45119905471802,nan,nan,nan,nan,nan
139.50811791419983,nan,nan,nan,nan,nan
139.58567595481873,nan,nan,nan,nan,nan
139.64330911636353,nan,nan,nan,nan,nan
139.7110550403595,nan,nan,nan,nan,nan
139.77734112739563,nan,nan,nan,nan,nan
139.8445029258728,nan,nan,nan,nan,nan
139.91041088104248,nan,nan,nan,nan,nan
139.97780394554138,nan,nan,nan,nan,nan
140.04559111595154,nan,nan,nan,nan,nan
140.11155104637146,nan,nan,nan,nan,nan
140.17736101150513,nan,nan,nan,nan,nan
140.2421600818634,nan,nan,nan,nan,nan
140.28515911102295,nan,nan,nan,nan,nan
140.3411750793457,nan,nan,nan,nan,nan
140.41784405708313,nan,nan,nan,nan,nan
140.47231006622314,nan,nan,nan,nan,nan
140.5166780948639,nan,nan,nan,nan,nan
140.5839011669159,nan,nan,nan,nan,nan
140.650465965271,nan,nan,nan,nan,nan
140.71834707260132,nan,nan,nan,nan,nan
140.7718801498413,nan,nan,nan,nan,nan
140.82032823562622,nan,nan,nan,nan,nan
140.8863971233368,nan,nan,nan,nan,nan
140.95313715934753,nan,nan,nan,nan,nan
141.00845217704773,nan,nan,nan,nan,nan
141.0856990814209,nan,nan,nan,nan,nan
141.15293717384338,nan,nan,nan,nan,nan
141.20966601371765,nan,nan,nan,nan,nan
141.2552170753479,nan,nan,nan,nan,nan
141.31153917312622,nan,nan,nan,nan,nan
141.3890459537506,nan,nan,nan,nan,nan
141.44598817825317,nan,nan,nan,nan,nan
141.51330304145813,nan,nan,nan,nan,nan
141.58116698265076,nan,nan,nan,nan,nan
141.64816093444824,nan,nan,nan,nan,nan
141.71554923057556,nan,nan,nan,nan,nan
141.78421592712402,nan,nan,nan,nan,nan
141.83883213996887,nan,nan,nan,nan,nan
141.9147870540619,nan,nan,nan,nan,nan
141.98122310638428,nan,nan,nan,nan,nan
142.0501880645752,nan,nan,nan,nan,nan
142.11627507209778,nan,nan,nan,nan,nan
142.28427600860596,nan,nan,nan,nan,nan
142.33976221084595,nan,nan,nan,nan,nan
142.41693902015686,nan,nan,nan,nan,nan
142.48310494422913,0,86,-48,-49,68.59300255857006
142.68414306640625,nan,nan,nan,nan,nan
142.740061044693,0,87,0,3,3.0
142.8838541507721,0,91,0,27,27.0
143.04367518424988,nan,nan,nan,nan,nan
143.08877301216125,nan,nan,nan,nan,nan
143.14515805244446,nan,nan,nan,nan,nan
143.21164512634277,nan,nan,nan,nan,nan
143.2540180683136,nan,nan,nan,nan,nan
143.31013107299805,nan,nan,nan,nan,nan
143.35357213020325,nan,nan,nan,nan,nan
143.42224621772766,nan,nan,nan,nan,nan
143.4880349636078,nan,nan,nan,nan,nan
143.55448389053345,nan,nan,nan,nan,nan
143.60987901687622,nan,nan,nan,nan,nan
143.68630504608154,nan,nan,nan,nan,nan
143.7418601512909,nan,nan,nan,nan,nan
143.78619527816772,nan,nan,nan,nan,nan
143.851881980896,nan,nan,nan,nan,nan
143.9070382118225,nan,nan,nan,nan,nan
143.950364112854,0,85,0,-5,5.0
144.1169352531433,nan,nan,nan,nan,nan
144.1836462020874,0,89,0,17,17.0
144.35132908821106,nan,nan,nan,nan,nan
144.4179630279541,nan,nan,nan,nan,nan
144.48608708381653,nan,nan,nan,nan,nan
144.54199600219727,nan,nan,nan,nan,nan
144.58869409561157,0,97,0,19,19.0
144.74280214309692,nan,nan,nan,nan,nan
144.82006907463074,nan,nan,nan,nan,nan
144.8885679244995,nan,nan,nan,nan,nan
144.98640823364258,nan,nan,nan,nan,nan
145.0525119304657,0,92,0,-10,10.0
145.218768119812,nan,nan,nan,nan,nan
145.29400491714478,0,100,0,33,33.0
145.45214200019836,0,97,0,-18,18.0
145.68664383888245,0,101,0,17,17.0
145.85570907592773,0,97,0,-23,23.0
146.0161051750183,0,102,0,31,31.0
146.17943000793457,0,96,0,-36,36.0
146.3778932094574,0,96,1,0,1.0
146.55569314956665,0,95,-823,-5,823.0151881952119
146.71599817276,0,96,0,6,6.0
146.86071109771729,0,95,0,-6,6.0
147.0536971092224,0,94,0,-5,5.0
147.22067308425903,0,95,0,5,5.0
147.3871521949768,0,94,0,-6,6.0
147.55520510673523,0,96,0,11,11.0
147.72424793243408,0,94,0,-11,11.0
147.856703042984,0,94,0,0,0.0
148.02432823181152,0,93,0,-5,5.0
148.18323302268982,0,96,0,18,18.0
148.3591809272766,0,94,0,-11,11.0
148.5308289527893,0,93,0,-5,5.0
148.6881320476532,0,93,0,0,0.0
148.86045217514038,0,94,0,5,5.0
149.0196671485901,0,95,0,6,6.0
149.18831300735474,0,94,0,-5,5.0
149.3549108505249,0,94,0,0,0.0
149.49072313308716,0,93,0,-7,7.0
149.6529939174652,0,92,0,-6,6.0
149.7996461391449,0,92,0,0,0.0
149.9556851387024,0,93,0,6,6.0
150.09152007102966,0,94,0,7,7.0
150.25151419639587,0,92,0,-12,12.0
150.39954805374146,0,93,0,6,6.0
150.55725502967834,0,94,0,6,6.0
150.82507014274597,0,93,0,-3,3.0
150.98729014396667,0,92,0,-6,6.0
151.1557822227478,0,92,0,0,0.0
151.3258411884308,0,93,0,5,5.0
151.4830300807953,0,92,0,-6,6.0
151.62961196899414,0,92,0,0,0.0
151.7895951271057,0,93,0,6,6.0
151.9245889186859,0,92,0,-7,7.0
152.0571482181549,0,92,0,0,0.0
152.2247350215912,0,93,0,5,5.0
152.39527487754822,0,92,0,-5,5.0
152.55138516426086,0,93,0,6,6.0
152.6968801021576,0,91,0,-13,13.0
152.83320999145508,0,93,0,14,14.0
152.98845314979553,0,92,0,-6,6.0
153.15880799293518,0,92,0,0,0.0
153.32580184936523,0,91,0,-5,5.0
153.48149609565735,0,93,0,12,12.0
153.628680229187,0,92,0,-6,6.0
153.78673601150513,0,92,0,0,0.0
153.9212782382965,0,90,0,-14,14.0
154.058030128479,0,91,0,7,7.0
154.1903259754181,0,92,0,7,7.0
154.335107088089,0,92,0,0,0.0
154.49265599250793,0,92,1,0,1.0
154.66036915779114,0,91,-921,-5,921.0135721041248
154.829448223114,0,92,0,5,5.0
155.00381207466125,0,90,0,-11,11.0
155.15913796424866,0,90,0,0,0.0
155.29542708396912,0,91,0,7,7.0
155.45233416557312,0,92,0,6,6.0
155.60061311721802,0,92,0,0,0.0
155.75771307945251,0,91,0,-6,6.0
155.8943440914154,0,91,0,0,0.0
156.06499099731445,0,91,0,0,0.0
156.22554111480713,0,92,0,6,6.0
156.36174726486206,0,93,0,7,7.0
156.5311300754547,0,91,0,-11,11.0
156.69974398612976,0,92,0,5,5.0
156.85852909088135,0,92,0,0,0.0
156.99271321296692,0,92,0,0,0.0
157.12670612335205,0,92,0,0,0.0
157.36658096313477,0,91,0,-4,4.0
157.52560305595398,0,91,0,0,0.0
157.6599452495575,0,93,0,14,14.0
157.83879017829895,0,91,0,-11,11.0
158.00381302833557,0,91,0,0,0.0
158.17077708244324,0,90,0,-5,5.0
158.36253309249878,0,91,0,5,5.0
158.49590802192688,0,91,0,0,0.0
158.6344301700592,0,91,0,0,0.0
158.76889491081238,0,90,0,-7,7.0
158.92603516578674,0,91,0,6,6.0
159.09228610992432,0,91,0,0,0.0
159.22773694992065,0,90,0,-7,7.0
159.36550211906433,0,90,0,0,0.0
159.53635907173157,0,91,0,5,5.0
159.70494723320007,0,91,0,0,0.0
159.87783813476562,0,92,0,5,5.0
160.0686230659485,0,92,0,0,0.0
160.27457928657532,0,90,0,-9,9.0
160.60099601745605,0,90,0,0,0.0
160.76999711990356,0,90,0,0,0.0
160.92915511131287,0,91,0,6,6.0
161.09760808944702,0,91,0,0,0.0
161.23435306549072,0,91,0,0,0.0
161.3686990737915,0,91,0,0,0.0
161.50250101089478,0,90,0,-7,7.0
161.64844512939453,0,91,0,6,6.0
161.80587697029114,0,88,0,-19,19.0
161.9705560207367,0,90,0,12,12.0
162.13989186286926,0,91,0,5,5.0
162.30910992622375,0,90,0,-5,5.0
162.47385597229004,0,90,0,0,0.0
162.60760307312012,0,91,0,7,7.0
162.7681279182434,0,91,1,0,1.0
162.89978313446045,0,90,-1236,-7,1236.01982184753
163.06776595115662,0,88,0,-11,11.0
163.20265221595764,0,89,0,7,7.0
163.3702371120453,0,88,0,-5,5.0
163.54024004936218,0,88,0,0,0.0
163.6757161617279,0,88,0,0,0.0
163.83034110069275,0,90,0,12,12.0
163.9738039970398,0,90,0,0,0.0
164.14222407341003,0,90,0,0,0.0
164.2782859802246,0,88,0,-14,14.0
164.4338412284851,0,88,0,0,0.0
164.57790207862854,0,89,0,6,6.0
164.73494815826416,0,88,0,-6,6.0
164.85991215705872,0,89,0,8,8.0
165.00401091575623,0,90,0,6,6.0
165.16544914245605,0,90,0,0,0.0
165.3120560646057,0,90,0,0,0.0
165.46994924545288,0,88,0,-12,12.0
165.60591197013855,0,88,0,0,0.0
165.77729606628418,0,88,0,0,0.0
165.94365525245667,0,88,0,0,0.0
166.07790994644165,0,87,0,-7,7.0
166.2369179725647,0,87,0,0,0.0
166.3723602294922,0,87,0,0,0.0
166.507826089859,0,87,0,0,0.0
166.6763792037964,0,86,0,-5,5.0
166.83573818206787,0,87,0,6,6.0
166.97069215774536,0,87,0,0,0.0
167.1427869796753,0,86,0,-5,5.0
167.27647399902344,0,86,0,0,0.0
167.41096425056458,0,86,0,0,0.0
167.58150696754456,0,86,0,0,0.0
167.71292686462402,0,86,0,0,0.0
167.86789917945862,0,86,0,0,0.0
168.0069169998169,0,85,0,-7,7.0
168.16490006446838,0,86,0,6,6.0
168.29799795150757,0,86,0,0,0.0
168.47639799118042,0,85,0,-5,5.0
168.61295819282532,0,85,0,0,0.0
168.73891019821167,0,85,0,0,0.0
168.87557125091553,0,85,0,0,0.0
169.013521194458,0,85,0,0,0.0
169.18382811546326,0,85,0,0,0.0
169.33158707618713,0,85,0,0,0.0
169.5112612247467,0,85,0,0,0.0
169.67088508605957,0,85,0,0,0.0
169.8048610687256,0,84,0,-7,7.0
169.94371819496155,0,83,0,-7,7.0
170.11022114753723,0,83,0,0,0.0
170.2456669807434,0,83,0,0,0.0
170.38221907615662,0,83,1,0,1.0
170.5178620815277,0,83,-1256,0,1256.0
170.6759021282196,0,84,0,6,6.0
170.81167006492615,0,83,0,-7,7.0
170.94419407844543,0,83,0,0,0.0
171.088210105896,0,82,0,-6,6.0
171.23864912986755,0,82,0,0,0.0
171.3824701309204,0,83,0,6,6.0
171.5364441871643,0,83,0,0,0.0
171.6832959651947,0,83,0,0,0.0
171.80842900276184,0,83,0,0,0.0
171.95313501358032,0,82,0,-6,6.0
172.0880949497223,0,82,0,0,0.0
172.24511814117432,0,82,0,0,0.0
172.38026690483093,0,82,0,0,0.0
172.51529812812805,0,81,0,-7,7.0
172.64858317375183,0,83,0,15,15.0
172.78379893302917,0,83,0,0,0.0
172.94461512565613,0,82,0,-6,6.0
173.11485409736633,0,82,0,0,0.0
173.27412295341492,0,83,0,6,6.0
173.412034034729,0,82,0,-7,7.0
173.54759907722473,0,82,0,0,0.0
173.68081498146057,0,82,0,0,0.0
173.8363790512085,0,80,0,-12,12.0
